product_name,page_url,technical_sheet_url,buy_url,calculator_url,summary_public,finish,recommended_use,surface_targets,benefit_tags,application_methods,related_products,coverage_ranges,drying_times,dilution_hints,presentations,inventory_match_name,inventory_match_ref,inventory_match_score,inventory_match_source,canonical_family_from_inventory,decision,decision_note
Interline 925,https://www.pintuco.com.co/productos/interline-925/,https://international.brand.akzonobel.com/m/7af556fc2821540b/original/Interline_925_spa_A4_20201217.pdf,https://tienda.pintuco.com/,https://pintuco.com.co/calculadora-de-pintura/?section=vinilos-decorativos&&name_product=Interline 925,,,,,,,,,,,,F KIT INTERLINE 925 PARTE A BLANCO 10128,F51020100,90.0,db:vw_inventario_agente,F KIT INTERLINE,rechazado,El match contra inventario parece kit/accesorio/promoción o basura comercial
Enviroline 2405,https://www.pintuco.com.co/productos/enviroline-2405/,https://international.brand.akzonobel.com/m/5cbcf24ab5092897/original/Enviroline_2405_spa_usa_LTR_20231019.pdf,https://tienda.pintuco.com/,https://pintuco.com.co/calculadora-de-pintura/?section=vinilos-decorativos&&name_product=Enviroline 2405,"Un sistema de revestimiento bi-componente de alto contenido en sólidos que utiliza tecnología epóxica avanzada, diseñado para su aplicación con una sola bomba.",,"Un sistema de revestimiento bi-componente de alto contenido en sólidos que utiliza tecnología epóxica avanzada, diseñado para su aplicación con una sola bomba.",exterior,,,,,,,,IP COLORANTE HS MAGENTA PR122 GVA912 1G,10392405,42.86,backend_lookup,IP COLORANTE HS MAGENTA PR122 GVA912,rechazado,Match de inventario demasiado débil
Interbond 1202UPC,https://www.pintuco.com.co/productos/interbond-1202upc/,https://international.brand.akzonobel.com/m/386d0d545b0c2fa4/original/Interbond_1202UPC_spa_usa_LTR_20210907.pdf,https://tienda.pintuco.com/,https://pintuco.com.co/calculadora-de-pintura/?section=vinilos-decorativos&&name_product=Interbond 1202UPC,,,,,,,,,,,,KIT INTERBOND 1202UPC MET GREY 3.3G+.07G,10346873,90.0,db:vw_inventario_agente,KIT INTERBOND 1202UPC MET GREY . +.,rechazado,El match contra inventario parece kit/accesorio/promoción o basura comercial
Esmalte Pintulux 3 en 1 Forja,https://www.pintuco.com.co/productos/pintulux-3-en-1-forja/,https://www.pintuco.com.co/download/60402/?tmstv=1672344815,https://tienda.pintuco.com/,https://pintuco.com.co/calculadora-de-pintura/?section=vinilos-decorativos&&name_product=Esmalte Pintulux 3 en 1 Forja,"Pintulux 3 en 1 Forja es un esmalte Premium base solvente de fácil aplicación, para superficies de metal y madera, ideal para ahorrar tiempo y dinero gracias a su fórmula triple acción con anticorrosivo que prepara, protege y decora con un acabado rústico tipo hierro forjado en un solo paso.",,"Pintulux 3 en 1 Forja es un esmalte Premium base solvente de fácil aplicación, para superficies de metal y madera, ideal para ahorrar tiempo y dinero gracias a su fórmula triple acción con anticorrosivo que prepara, protege y decora con un acabado rústico tipo hierro forjado en un solo paso.",metal | madera | exterior,anticorrosivo | durabilidad,,pintulux,,,,1/4 galón | galón,CINTA TESA 1,51003275,85.5,db:vw_inventario_agente,CINTA TESA,rechazado,El match contra inventario parece kit/accesorio/promoción o basura comercial
Imprimante acrílico Imprimax,https://www.pintuco.com.co/productos/imprimante-acrilico-imprimax/,https://www.pintuco.com.co/download/64398/?tmstv=1672344833,https://tienda.pintuco.com/,,lmprimax es un recubrimiento l 00% acrílico base agua de alta penetración en el sustrato y con excelente poder sellante.,,lmprimax es un recubrimiento l 00% acrílico base agua de alta penetración en el sustrato y con excelente poder sellante.,,alto_cubrimiento,,,,,00% acrílico base agua de alta penetración en el sustrato y con excelente poder sellante,galón | 5 galones,MEG PRIMER PARA PLASTICOS 28600 AC 0.94L,5891273,51.85,backend_lookup,MEG PRIMER PARA PLASTICOS 28600 AC,rechazado,Match de inventario demasiado débil
Cinta sellagoteras,https://www.pintuco.com.co/productos/cinta-sellagoteras/,https://www.pintuco.com.co/download/50914/?tmstv=1736354789,https://tienda.pintuco.com/,,Cinta Sellagoteras asfáltica autoadhesiva y de fácil instalación para impermeabilización y reparación de todo tipo de superficies expuestas o no a la intemperie.,,Cinta Sellagoteras asfáltica autoadhesiva y de fácil instalación para impermeabilización y reparación de todo tipo de superficies expuestas o no a la intemperie.,metal | exterior,impermeable | durabilidad,,,,,,,KIT NI 10X11 SELLAGOTERAS CINTA 10CMX10M,20019946,100.0,backend_lookup,KIT NI 10X11 SELLAGOTERAS CINTA 10CMX10M,rechazado,El match contra inventario parece kit/accesorio/promoción o basura comercial
Aditivos NM59/NM60/NM99,https://www.pintuco.com.co/productos/aditivos-nm59-nm60-nm99/,https://www.pintuco.com.co/download/51844/?tmstv=1672344813,https://tienda.pintuco.com/,,Sistema de color poliéster de altos sólidos con tecnología anti sedimentación.,,Sistema de color poliéster de altos sólidos con tecnología anti sedimentación.,exterior,alto_cubrimiento,,,,,,,MEG NM60 ESTABILIZADOR AC 1L,5864284,39.22,backend_lookup,MEG NM60 ESTABILIZADOR AC,rechazado,Match de inventario demasiado débil
Aditivos MG32A1/MG32A2/MG32A3,https://www.pintuco.com.co/productos/aditivos-mg32a1-mg32a2-mg32a3/,https://www.pintuco.com.co/download/51846/?tmstv=1672344813,https://tienda.pintuco.com/,,"Aditivos MG32A1/MG32A2/MG32A3 hace parte del sistema de color Mega Basecoat poliéster, ideales para la igualación o entonación de colores automotrices, que cuenta con un compacto portafolio comprendido en 30 Tintas sólidas 10 Aluminios 17 Perlas 3 Aditivos",,"Aditivos MG32A1/MG32A2/MG32A3 hace parte del sistema de color Mega Basecoat poliéster, ideales para la igualación o entonación de colores automotrices, que cuenta con un compacto portafolio comprendido en 30 Tintas sólidas 10 Aluminios 17 Perlas 3 Aditivos",metal | exterior,,,,,,,1/4 galón | galón,MEG BC MG32A3 TRANS MEZCLA AC 3.78L,5864457,39.13,backend_lookup,MEG BC MG32A3 TRANS MEZCLA AC,rechazado,Match de inventario demasiado débil
Perlas crystal mega basecoat,https://www.pintuco.com.co/productos/perlas-crystal-mega-basecoat/,https://www.pintuco.com.co/download/51850/?tmstv=1672344813,https://tienda.pintuco.com/,,"Sistema de color Mega Basecoat poliéster, ideales para la igualación o entonación de colores automotrices, que cuenta con un compacto portafolio comprendido en: 30 Tintas sólidas 10 Aluminio 17 Perlas 3 Aditivos",,"Sistema de color Mega Basecoat poliéster, ideales para la igualación o entonación de colores automotrices, que cuenta con un compacto portafolio comprendido en: 30 Tintas sólidas 10 Aluminio 17 Perlas 3 Aditivos",metal | exterior,,,,,,,1/4 galón | galón,CERRADURA MEGA BLACK DERECHA,F51019728,59.57,backend_lookup,CERRADURA MEGA BLACK DERECHA,rechazado,Match de inventario demasiado débil
Perlas Convencionales Mega Basecoat,https://www.pintuco.com.co/productos/perlas-convencionales-mega-basecoat/,https://www.pintuco.com.co/download/51856/?tmstv=1672344814,https://tienda.pintuco.com/,,"Perlas convencionales mega basecoat hace parte del Sistema de color Mega Basecoat poliéster, ideales para la igualación o entonación de colores automotrices, que cuenta con un compacto portafolio comprendido en 30 Tintas sólidas 10 Aluminios 17 Perlas 3 Aditivos",,"Perlas convencionales mega basecoat hace parte del Sistema de color Mega Basecoat poliéster, ideales para la igualación o entonación de colores automotrices, que cuenta con un compacto portafolio comprendido en 30 Tintas sólidas 10 Aluminios 17 Perlas 3 Aditivos",metal | exterior,,,,,,,1/4 galón | galón,CERRADURA MEGA BLACK DERECHA,F51019728,54.55,backend_lookup,CERRADURA MEGA BLACK DERECHA,rechazado,Match de inventario demasiado débil
Perlas convencionales NM500,https://www.pintuco.com.co/productos/perlas-convencionales-nm500/,https://www.pintuco.com.co/download/51854/?tmstv=1672344813,https://tienda.pintuco.com/,,Perlas convencionales NM500 hace parte del sistema de color poliéster de altos sólidos con tecnología anti-sedimentación.,,Perlas convencionales NM500 hace parte del sistema de color poliéster de altos sólidos con tecnología anti-sedimentación.,exterior,alto_cubrimiento,,,,,,,CARTA DE COLOR ENSAMBLADORA NM500,10398473,52.83,backend_lookup,CARTA DE COLOR ENSAMBLADORA NM500,rechazado,Match de inventario demasiado débil
Intershield 417,https://www.pintuco.com.co/productos/intershield-417/,https://marinecoatings.brand.akzonobel.com/m/7bcbfeb824dc0ad2/original/Intershield_417_eng_A4_20150204.pdf,https://tienda.pintuco.com/,,"Intershield® 417 es un revestimiento antideslizante de alto espesor en dos componentes de resina epoxi, aplicado en una sola capa.",,"Intershield® 417 es un revestimiento antideslizante de alto espesor en dos componentes de resina epoxi, aplicado en una sola capa.",exterior,,,,,,,,INTERSHIELD 300 V PARTE B ENA313/5G 2.5G,10337127,88.89,backend_lookup,INTERSHIELD 300 V ENA313 .,rechazado,El match contra inventario parece kit/accesorio/promoción o basura comercial
Pintura horneable poliéster blanco almendra 24868,https://www.pintuco.com.co/productos/pintura-horneable-poliester-blanco-almendra-24868/,https://www.pintuco.com.co/download/51648/?tmstv=1672344809,https://tienda.pintuco.com/,,"Pintura horneable poliéster blanco almendra 24868 es un producto tipo poliéster, diseñado como acabado para superficies metálicas en líneas coil coating.",,"Pintura horneable poliéster blanco almendra 24868 es un producto tipo poliéster, diseñado como acabado para superficies metálicas en líneas coil coating.",metal,,,,,,,,F KIT PROMO PINTUCOAT BLANCO A+B,F51019942,85.5,db:vw_inventario_agente,F KIT PROMO PINTUCOAT BLANCO A+B,rechazado,El match contra inventario parece kit/accesorio/promoción o basura comercial
Pintura horneable primer poliéster amarillo Verdoso cr 16531,https://www.pintuco.com.co/productos/pintura-horneable-primer-poliester-amarillo-verdoso-cr-16531/,https://www.pintuco.com.co/download/51514/?tmstv=1728073201,https://tienda.pintuco.com/,,"Pintura horneable primer poliéster amarillo Verdoso cr 16531 es un primer amarillo verdoso tipo poliéster, diseñado como base para superficies metálicas en líneas coil coating.",,"Pintura horneable primer poliéster amarillo Verdoso cr 16531 es un primer amarillo verdoso tipo poliéster, diseñado como base para superficies metálicas en líneas coil coating.",metal,,,,,,,,KIT CEILCOTE 680 PRIMER COMPOSITE 4G,10353183,85.5,db:vw_inventario_agente,KIT CEILCOTE 680 PRIMER COMPOSITE,rechazado,El match contra inventario parece kit/accesorio/promoción o basura comercial
Barniz procesable incoloro 81282,https://www.pintuco.com.co/productos/barniz-procesable-incoloro-81282/,https://www.pintuco.com.co/download/51277/?tmstv=1672344803,https://tienda.pintuco.com/,,"Barniz procesable incoloro 81282 es un barniz incoloro tipo poliéster, diseñado para productos procesables y de alta troquelabilidad, conservando un excelente desempeño y acabado sobre el sustrato directamente o sobreimpresión.",,"Barniz procesable incoloro 81282 es un barniz incoloro tipo poliéster, diseñado para productos procesables y de alta troquelabilidad, conservando un excelente desempeño y acabado sobre el sustrato directamente o sobreimpresión.",,,,,,,,,GLOSSER POLIESTER BLANCO G303 1G,10114675,50.0,backend_lookup,GLOSSER POLIESTER BLANCO G303,rechazado,Match de inventario demasiado débil
Barniz procesable incoloro 16744,https://www.pintuco.com.co/productos/barniz-procesable-incoloro-16744/,https://www.pintuco.com.co/download/51275/?tmstv=1728395028,https://tienda.pintuco.com/,,"Barniz procesable incoloro 16744 es un barniz incoloro tipo epoxi éster, diseñado para productos procesables y de alta troquelabilidad, conservando un excelente desempeño y acabado sobre el sustrato directamente o sobreimpresión.",,"Barniz procesable incoloro 16744 es un barniz incoloro tipo epoxi éster, diseñado para productos procesables y de alta troquelabilidad, conservando un excelente desempeño y acabado sobre el sustrato directamente o sobreimpresión.",,,,,,,,,AREAS BAJO TRAFICO VINIL MAX CURIBA 3515,10016443,39.22,backend_lookup,AREAS BAJO TRAFICO VINIL MAX CURIBA,rechazado,Match de inventario demasiado débil
Sistema Nitro Koverlac,https://www.pintuco.com.co/productos/sistema-nitro-koverlac/,https://www.pintuco.com.co/download/51608/?tmstv=1672344808,https://tienda.pintuco.com/,,Sistema Nitro Koverlac son lacas nitro de secado al aire que se caracterizan por su rápido secado y buen acabado.,,Sistema Nitro Koverlac son lacas nitro de secado al aire que se caracterizan por su rápido secado y buen acabado.,,rapido_secado,,,,,,galón,F KIT NI PAGUE 11 LLEVE 12 GL KOVERLAC B,F51020080,85.5,db:vw_inventario_agente,F KIT NI PAGUE LLEVE KOVERLAC B,rechazado,El match contra inventario parece kit/accesorio/promoción o basura comercial
Clear RFU 5500,https://www.pintuco.com.co/productos/clear-rfu-5500/,https://www.pintuco.com.co/download/51615/?tmstv=1672344808,https://tienda.pintuco.com/,,,,,,,,,,,,,KIT PAGUE 5 LLEVE 6 GL CLEAR RFU 5500,20003873,90.0,db:vw_inventario_agente,KIT PAGUE LLEVE CLEAR RFU,rechazado,El match contra inventario parece kit/accesorio/promoción o basura comercial
Cinta Azul Pro 3/4 Pulg Pintuco,https://www.pintuco.com.co/productos/cinta-azul-pro-3-4-pulg-pintuco/,,https://tienda.pintuco.com/,,,,,,,,,,,,,CINTA TESA 1,51003275,85.5,db:vw_inventario_agente,CINTA TESA,rechazado,El match contra inventario parece kit/accesorio/promoción o basura comercial
Cinta Masking General Pintuco 1pulg X 40 Mt,https://www.pintuco.com.co/productos/cinta-masking-general-pintuco-1pulg-x-40-mt/,,https://tienda.pintuco.com/,,,,,,,,,,,,,CINTA MASKING GENERAL PINTUCO 1P X 40 MT,6447590,96.39,db:vw_inventario_agente,CINTA MASKING GENERAL PINTUCO 1P X MT,rechazado,El match contra inventario parece kit/accesorio/promoción o basura comercial
Brocha Estándar Cerda Blanca 4 Pulg Pintuco,https://www.pintuco.com.co/productos/brocha-estandar-cerda-blanca-4-pulg-pintuco/,,https://tienda.pintuco.com/,,,,,,,,,,,,,BROCHA ESTANDAR CERDA NGRA 4 PUL PINTUCO,6447572,91.57,db:vw_inventario_agente,BROCHA ESTANDAR CERDA NGRA PUL PINTUCO,rechazado,El match contra inventario parece kit/accesorio/promoción o basura comercial
Brocha Estándar Cerda Blanca 3 Pulg Pintuco,https://www.pintuco.com.co/productos/brocha-estandar-cerda-blanca-3-pulg-pintuco/,,https://tienda.pintuco.com/,,,,,,,,,,,,,BROCHA ESTANDAR CERDA NGRA 3 PUL PINTUCO,6447571,91.57,db:vw_inventario_agente,BROCHA ESTANDAR CERDA NGRA PUL PINTUCO,rechazado,El match contra inventario parece kit/accesorio/promoción o basura comercial
Brocha Estándar Cerda Blanca 2.5 Pulg Pintuco,https://www.pintuco.com.co/productos/brocha-estandar-cerda-blanca-2-5-pulg-pintuco/,,https://tienda.pintuco.com/,,,,,,,,,,,,,PQ BROCHA ESTANDAR CERDA BLANCA 2.5 PULG,6442275,91.3,db:vw_inventario_agente,BROCHA ESTANDAR CERDA BLANCA 2.5 PULG,rechazado,El match contra inventario parece kit/accesorio/promoción o basura comercial
Brocha Estándar Cerda Blanca 2 Pulg Pintuco,https://www.pintuco.com.co/productos/brocha-estandar-cerda-blanca-2-pulg-pintuco/,,https://tienda.pintuco.com/,,,,,,,,,,,,,BROCHA ESTANDAR CERDA NGRA 2 PUL PINTUCO,6447569,91.57,db:vw_inventario_agente,BROCHA ESTANDAR CERDA NGRA PUL PINTUCO,rechazado,El match contra inventario parece kit/accesorio/promoción o basura comercial
Brocha Pro Plástico Blanca 4 Pulg Pintuco,https://www.pintuco.com.co/productos/brocha-pro-plastico-blanca-4-pulg-pintuco/,,https://tienda.pintuco.com/,,,,,,,,,,,,,BROCHA PROF PLASTICO BLANCA 4 PU PINTUCO,6441631,96.3,db:vw_inventario_agente,BROCHA PROF PLASTICO BLANCA PU PINTUCO,rechazado,El match contra inventario parece kit/accesorio/promoción o basura comercial
Brocha Estándar Cerda Blanca 1 Pulg Pintuco,https://www.pintuco.com.co/productos/brocha-estandar-cerda-blanca-1-pulg-pintuco/,,https://tienda.pintuco.com/,,,,,,,,,,,,,BROCHA ESTANDAR CERDA NGRA 1 PUL PINTUCO,6447567,91.57,db:vw_inventario_agente,BROCHA ESTANDAR CERDA NGRA PUL PINTUCO,rechazado,El match contra inventario parece kit/accesorio/promoción o basura comercial
Brocha Estándar Cerda Blanca 1.5 Pulg Pintuco,https://www.pintuco.com.co/productos/brocha-estandar-cerda-blanca-1-5-pulg-pintuco/,,https://tienda.pintuco.com/,,,,,,,,,,,,,PQ BROCHA ESTANDAR CERDA BLANCA 1.5 PULG,6442273,91.3,db:vw_inventario_agente,BROCHA ESTANDAR CERDA BLANCA 1.5 PULG,rechazado,El match contra inventario parece kit/accesorio/promoción o basura comercial
Brocha Pro Plástico Blanca 3 Pulg Pintuco,https://www.pintuco.com.co/productos/brocha-pro-plastico-blanca-3-pulg-pintuco/,,https://tienda.pintuco.com/,,,,,,,,,,,,,BROCHA PROF PLASTICO BCA 3 PULG PINTUCO,6441630,95.0,db:vw_inventario_agente,BROCHA PROF PLASTICO BCA PULG PINTUCO,rechazado,El match contra inventario parece kit/accesorio/promoción o basura comercial
Brocha Pro Plástico Blanca 2.5 Pulg Pintuco,https://www.pintuco.com.co/productos/brocha-pro-plastico-blanca-2-5-pulg-pintuco/,,https://tienda.pintuco.com/,,,,,,,,,,,,,BROCHA PROF PLASTICO BCA 2.5 PUL PINTUCO,6441629,93.98,db:vw_inventario_agente,BROCHA PROF PLASTICO BCA 2.5 PUL PINTUCO,rechazado,El match contra inventario parece kit/accesorio/promoción o basura comercial
Brocha Pro Plástico Blanca 2 Pulg Pintuco,https://www.pintuco.com.co/productos/brocha-pro-plastico-blanca-2-pulg-pintuco/,,https://tienda.pintuco.com/,,,,,,,,,,,,,BROCHA PROF PLASTICO BCA 2 PULG PINTUCO,6441628,95.0,db:vw_inventario_agente,BROCHA PROF PLASTICO BCA PULG PINTUCO,rechazado,El match contra inventario parece kit/accesorio/promoción o basura comercial
Brocha Pro Plástico Blanca 1 Pulg Pintuco,https://www.pintuco.com.co/productos/brocha-pro-plastico-blanca-1-pulg-pintuco/,,https://tienda.pintuco.com/,,,,,,,,,,,,,BROCHA PROF PLASTICO BCA 1 PULG PINTUCO,6441626,95.0,db:vw_inventario_agente,BROCHA PROF PLASTICO BCA PULG PINTUCO,rechazado,El match contra inventario parece kit/accesorio/promoción o basura comercial
Brocha Pro Plástico Blanca 1.5 Pulg Pintuco,https://www.pintuco.com.co/productos/brocha-pro-plastico-blanca-1-5-pulg-pintuco/,,https://tienda.pintuco.com/,,,,,,,,,,,,,BROCHA PROF PLASTICO BCA 1.5 PUL PINTUCO,6441627,93.98,db:vw_inventario_agente,BROCHA PROF PLASTICO BCA 1.5 PUL PINTUCO,rechazado,El match contra inventario parece kit/accesorio/promoción o basura comercial
Koverlac Primer 1K,https://www.pintuco.com.co/productos/koverlac-primer-1k/,https://www.pintuco.com.co/wp-content/uploads/2019/12/ft-koverlac-primer-1k.pdf,https://tienda.pintuco.com/,,"Koverlac Primer 1K primer nitro de secado al aire, que se caracteriza por su rápido secado, adherencia y uniformidad.",,"Koverlac Primer 1K primer nitro de secado al aire, que se caracteriza por su rápido secado, adherencia y uniformidad.",,rapido_secado,,,,,,,KIT CEILCOTE 680 PRIMER COMPOSITE 4G,10353183,85.5,db:vw_inventario_agente,KIT CEILCOTE 680 PRIMER COMPOSITE,rechazado,El match contra inventario parece kit/accesorio/promoción o basura comercial
Kit 3 pack brocha profesional,https://www.pintuco.com.co/productos/kit-3-pack-brocha-profesional/,,https://tienda.pintuco.com/,,,,,,,,,,,,,BROCHA PROFESIONAL 3,51005334,95.0,db:vw_inventario_agente,BROCHA PROFESIONAL,rechazado,El match contra inventario parece kit/accesorio/promoción o basura comercial
